frame,time_ms,fps,node_count,draw_calls,rendered_objects,primitives,queue_size,loaded_cells,async_requests,cam_x,cam_y,cam_z,memory_static,segment,mid_instances,mid_mesh_types,vram_mb,texture_mem_mb,promoted_objects
429,24.80,24.0,1378,1278,4244,507190,20,59,2,-20.2,100.0,887.0,2613857207,2,8622,469,1944.3,1875.1,39
430,14.05,24.0,1378,1313,4250,507754,0,59,2,-18.7,100.0,890.7,2614125855,2,8642,469,1944.1,1874.9,39
431,19.60,24.0,1378,1314,4241,507437,0,59,0,-17.8,100.0,892.8,2614013191,2,8642,469,1944.1,1874.9,39
432,11.00,24.0,1378,1298,4182,502836,0,59,0,-16.5,100.0,895.9,2614129251,2,8642,469,1944.1,1874.9,39
433,18.05,24.0,1378,1294,4143,498358,0,59,0,-15.8,100.0,897.6,2614176375,2,8642,469,1944.1,1874.9,39
434,10.96,24.0,1378,1292,4139,498161,0,59,0,-14.6,100.0,900.5,2614277339,2,8642,469,1944.1,1874.9,39
435,20.90,24.0,1384,1305,4087,494920,0,59,0,-13.8,100.0,902.3,2614379639,2,8641,469,1944.3,1875.1,39
436,10.07,24.0,1384,1297,4034,486581,0,59,0,-12.4,100.0,905.7,2614449755,2,8641,469,1944.1,1874.9,39
437,17.97,24.0,1384,1297,4030,486223,0,59,0,-11.7,100.0,907.3,2614568799,2,8641,469,1944.1,1874.9,39
438,10.69,24.0,1384,1305,4018,483212,0,59,0,-10.5,100.0,910.3,2614665555,2,8641,469,1944.1,1874.9,39
439,20.57,24.0,1390,1310,4008,483281,0,59,0,-9.8,100.0,912.1,2614771303,2,8640,469,1944.3,1875.1,39
440,11.11,24.0,1390,1338,3998,480263,0,59,0,-8.3,100.0,915.6,2614800611,2,8640,469,1944.1,1874.9,39
441,18.09,24.0,1390,1352,4010,479026,0,59,0,-7.6,100.0,917.4,2614862055,2,8640,469,1944.1,1874.9,39
442,11.63,24.0,1390,1362,4002,477574,0,59,0,-6.3,100.0,920.5,2614960527,2,8640,469,1944.1,1874.9,39
443,20.60,24.0,1396,1362,4010,477648,0,59,0,-5.5,100.0,922.5,2615077499,2,8639,469,1944.3,1875.1,39
444,18.08,24.0,1396,1370,4001,476920,0,59,0,-4.0,100.0,926.0,2617255791,2,8639,469,1944.1,1874.9,39
445,18.94,24.0,1396,1380,4000,477357,0,59,0,-2.8,100.0,929.0,2617363443,2,8639,469,1945.1,1875.9,39
446,10.10,24.0,1396,1383,3990,477824,0,59,0,-1.4,100.0,932.2,2617435839,2,8639,469,1945.1,1875.9,39
447,18.55,24.0,1396,1387,3985,476611,0,59,0,-0.7,100.0,933.9,2617530503,2,8639,469,1945.1,1875.9,39
448,56.02,24.0,1353,1282,3882,468431,0,46,0,0.6,100.0,937.1,2617242815,2,8639,469,1945.1,1875.9,39
449,137.10,24.0,1353,1284,3885,471951,0,46,0,4.4,100.0,946.3,2616299939,2,8499,469,2845.1,2775.9,39
450,30.76,24.0,1355,1279,3849,469543,331,46,2,13.0,100.0,967.0,2617100855,2,8499,469,1949.5,1880.3,39
451,34.05,24.0,1359,1274,3852,469505,287,46,2,14.7,100.0,971.2,2619618643,2,8547,469,1950.8,1881.6,39
452,22.14,24.0,1363,1208,3814,464808,237,46,2,16.5,100.0,975.4,2618226847,2,8323,469,1949.5,1880.3,39
453,25.40,24.0,1367,1252,3848,475632,187,46,2,17.5,100.0,978.1,2617563519,2,8220,469,1949.5,1880.3,39
454,20.90,24.0,1369,1242,3832,473542,313,46,4,18.7,100.0,980.9,2617450563,2,8191,470,1949.5,1880.3,39
455,19.38,24.0,1369,1268,3850,476302,263,46,4,19.6,100.0,983.0,2615673875,2,7969,470,1949.5,1880.3,39
456,20.28,24.0,1373,1294,3859,475505,213,46,4,20.4,100.0,984.8,2614609231,2,7792,470,1949.5,1880.3,39
457,20.74,24.0,1375,1298,3859,475435,163,46,4,21.1,100.0,986.6,2612602067,2,7583,470,1949.5,1880.3,39
458,20.36,24.0,1379,1306,3858,474630,113,46,4,21.8,100.0,988.3,2611098307,2,7426,470,1949.5,1880.3,39
459,22.56,24.0,1381,1299,3861,473858,62,50,2,22.4,100.0,989.8,2611532547,2,7475,470,1949.5,1880.3,39
460,28.67,24.0,1385,1298,3849,472859,324,50,4,23.0,100.0,991.2,2618505799,2,7524,470,1954.3,1884.7,39
461,64.92,39.0,1385,1305,3857,472681,326,52,3,23.6,100.0,992.7,2616899059,2,7574,470,1960.7,1890.0,39
462,20.80,39.0,1399,1303,3845,472449,276,52,3,24.4,100.0,994.6,2617448395,2,7622,470,1960.0,1889.4,39
463,29.91,39.0,1399,1301,3836,471022,226,52,3,24.5,100.0,994.7,2618150551,2,7672,475,1959.9,1889.3,39
464,29.23,39.0,1435,1299,3835,470760,191,52,3,24.5,100.0,994.7,2618687907,3,7704,476,1960.0,1889.4,39
465,30.44,39.0,1483,1608,4285,545487,174,52,3,24.4,100.0,994.7,2619193135,3,7717,476,1960.0,1889.4,39
466,28.47,39.0,1519,1889,4442,547464,148,52,3,24.4,100.0,994.5,2619959675,3,7740,476,1960.0,1889.4,39
467,31.27,39.0,1545,1889,4443,547616,101,52,3,24.3,100.0,994.2,2622913895,3,7784,478,1960.0,1889.4,39
468,27.62,39.0,1575,1884,4440,547114,51,52,3,24.1,100.0,993.7,2623733135,3,7829,478,1961.0,1890.4,39
469,27.97,39.0,1575,1884,4441,547406,1,52,3,23.9,100.0,993.2,2624571627,3,7879,478,1960.9,1890.3,39
470,21.45,39.0,1577,1884,4437,546592,278,52,3,23.7,100.0,992.6,2625796635,3,7880,478,1966.6,1895.9,39
471,133.14,39.0,1601,1883,4438,545735,314,54,2,23.6,100.0,992.0,2627677151,3,7891,478,2873.2,2802.3,39
472,32.23,39.0,1605,1878,4438,545485,451,54,4,22.0,100.0,987.3,2628436159,3,7940,484,1973.0,1902.2,39
473,31.77,39.0,1607,1901,4458,545732,401,56,3,21.5,100.0,985.8,2630933463,3,7989,484,1973.0,1902.2,39
474,50.81,39.0,1615,1917,4461,547444,493,56,5,20.9,100.0,984.2,2639379843,3,8036,484,1979.5,1908.2,39
475,44.93,39.0,1627,1894,4462,546245,466,58,4,20.0,100.0,981.4,2642845571,3,8085,495,1982.6,1911.4,39
476,22.68,39.0,1628,1854,4461,546221,616,58,5,19.1,100.0,978.6,2643831011,3,8135,495,1983.7,1912.5,39
477,26.93,39.0,1630,1840,4459,547820,567,58,5,18.6,100.0,977.2,2644402947,3,8184,496,1983.9,1912.7,39
478,25.59,39.0,1659,1783,4459,547199,518,58,5,18.0,100.0,975.3,2645066687,3,8231,496,1984.4,1913.1,39
479,25.73,39.0,1659,1764,4447,545427,468,58,5,17.4,100.0,973.5,2645820851,3,8281,496,1983.7,1912.5,39
480,118.18,39.0,1659,1725,4429,548968,418,58,5,16.8,100.0,971.6,2646357719,3,8331,496,2895.7,2824.5,39
481,42.30,20.0,1659,1717,4417,547081,367,58,5,13.5,100.0,962.0,2646980967,3,8381,497,1993.7,1922.5,39
482,32.00,20.0,1707,1606,4331,541591,328,59,4,12.3,100.0,958.2,2647666219,3,8416,497,1993.8,1922.6,39
483,31.60,20.0,1755,1604,4337,541467,296,59,4,11.3,100.0,955.2,2648239159,3,8444,497,1993.8,1922.6,39
484,28.93,20.0,1791,1617,4354,540655,254,59,4,10.3,100.0,952.2,2648862775,3,8483,497,1993.8,1922.6,39
485,27.15,20.0,1827,1667,4418,540465,219,59,4,9.3,100.0,949.3,2649559407,3,8515,497,1993.8,1922.6,39
486,17.33,20.0,1827,1780,4507,547771,169,59,4,8.4,100.0,946.5,2650301375,3,8565,497,1993.7,1922.5,39
487,22.67,20.0,1851,1819,4569,549894,150,59,3,7.8,100.0,944.7,2650629615,3,8582,497,1993.8,1922.6,39
488,25.95,20.0,1887,1845,4602,551220,133,59,3,7.0,100.0,942.3,2651406631,3,8596,497,1993.8,1922.6,39
489,25.33,20.0,1923,1900,4667,552552,115,59,3,6.0,100.0,939.5,2651867075,3,8611,497,1993.8,1922.6,39
490,25.76,20.0,1959,1919,4682,555113,107,59,3,5.1,100.0,936.7,2652098803,3,8616,497,1993.8,1922.6,39
491,46.31,20.0,1886,1934,4661,547582,4,56,2,4.1,100.0,933.8,2651161323,3,8559,499,1993.8,1922.6,39
492,18.77,20.0,1888,2015,4723,551365,288,56,3,2.3,100.0,928.4,2651896119,3,8563,499,1994.7,1923.4,39
493,34.08,20.0,1892,2019,4714,544768,240,58,2,1.6,100.0,926.2,2654585267,3,8611,499,1995.5,1924.2,39
494,23.48,20.0,1894,1978,4665,539648,190,58,2,0.2,100.0,922.0,2657359267,3,8660,499,1995.7,1924.4,39
495,57.68,20.0,1617,1952,4634,543162,89,55,1,-0.7,100.0,919.1,2658917571,3,8680,499,1999.0,1927.7,39
496,36.02,20.0,1617,1789,4421,529845,56,55,1,-3.2,100.0,911.8,2657303439,3,8467,499,2002.9,1931.6,39
497,24.16,20.0,1617,1577,4093,512406,6,55,1,-4.7,100.0,907.2,2655875475,3,8365,499,2003.3,1932.0,39
498,14.34,20.0,1619,1516,4003,502705,113,55,3,-5.8,100.0,903.9,2656287007,3,8371,499,2004.9,1933.6,39
499,25.61,20.0,1619,1500,3948,496121,71,57,1,-6.4,100.0,902.0,2657247583,3,8421,499,2005.2,1933.9,39
500,17.52,20.0,1620,1436,3877,493869,182,57,2,-7.6,100.0,898.6,2657934323,3,8471,499,2004.9,1933.6,39
501,123.88,20.0,1620,1402,3831,497559,132,57,2,-8.4,100.0,896.2,2658331487,3,8521,499,2922.9,2851.6,39
502,27.30,20.0,1620,1355,3756,490124,82,58,1,-14.3,100.0,878.6,2658761083,3,8571,499,2010.9,1939.6,39
503,21.37,20.0,1620,1147,3289,461304,32,58,1,-15.6,100.0,874.6,2659143423,3,8621,499,2010.9,1939.6,39
504,12.66,20.0,1620,1129,3257,459250,0,58,1,-16.6,100.0,871.4,2659482871,3,8653,499,2010.9,1939.6,39
505,17.55,20.0,1620,1108,3193,456674,0,58,0,-17.3,100.0,869.6,2659510135,3,8653,499,2010.9,1939.6,39
506,9.33,25.0,1620,1071,3154,450472,0,58,0,-18.2,100.0,866.9,2659634443,3,8653,499,2010.9,1939.6,39
507,20.35,25.0,1624,1063,3134,447108,0,58,0,-18.6,100.0,865.5,2659764127,3,8652,499,2010.9,1939.6,39
508,8.90,25.0,1624,1051,3101,446909,0,58,0,-19.6,100.0,862.4,2659845267,3,8652,499,2010.9,1939.6,39
509,17.07,25.0,1624,1040,3080,445361,0,58,0,-20.1,100.0,861.1,2659941791,3,8652,499,2010.9,1939.6,39
510,17.96,25.0,1624,1038,3067,444353,0,58,0,-21.0,100.0,858.5,2662129395,3,8652,499,2010.9,1939.6,39
511,27.77,25.0,1644,1045,3042,444965,0,58,0,-21.9,100.0,855.7,2664394095,3,8651,499,2012.5,1941.3,39
512,18.78,25.0,1644,1054,3004,444836,0,58,0,-23.3,100.0,851.4,2666611063,3,8651,499,2012.9,1941.6,39
513,34.71,25.0,1644,1061,3010,445303,0,58,0,-24.3,100.0,848.4,2670937571,3,8651,499,2013.9,1942.6,39
514,9.92,25.0,1644,1057,2982,442183,0,58,0,-26.1,100.0,842.9,2671045623,3,8651,499,2015.9,1944.6,39
515,19.71,25.0,1664,1057,2938,437188,0,58,0,-26.7,100.0,841.4,2671194867,3,8650,499,2016.5,1945.3,39
516,8.55,25.0,1664,1047,2859,431664,0,58,0,-27.7,100.0,838.2,2671276223,3,8650,499,2015.9,1944.6,39
517,17.61,25.0,1664,1039,2848,431218,0,58,0,-28.2,100.0,836.8,2671388679,3,8650,499,2015.9,1944.6,39
518,8.55,25.0,1664,1007,2809,425448,0,58,0,-29.1,100.0,834.0,2671479319,3,8650,499,2015.9,1944.6,39
519,19.57,25.0,1668,1004,2794,425128,0,58,0,-29.6,100.0,832.6,2671601119,3,8649,499,2015.9,1944.6,39
520,9.57,25.0,1668,984,2745,418852,0,58,0,-30.6,100.0,829.4,2671710795,3,8649,499,2015.9,1944.6,39
521,128.27,25.0,1668,955,2684,411670,0,58,0,-31.2,100.0,827.9,2671825207,3,8649,499,2943.9,2872.6,39
522,59.29,25.0,1349,889,2557,395402,0,51,0,-38.3,100.0,806.6,2670807087,3,8649,499,2025.9,1954.6,39
523,17.95,25.0,1349,862,2504,391640,0,51,0,-41.6,100.0,796.6,2670849831,3,8649,499,2025.9,1954.6,39
524,15.64,25.0,1351,832,2419,376101,271,51,2,-42.6,100.0,793.5,2671393447,3,8649,499,2028.0,1956.7,39
525,27.80,25.0,1351,840,2468,383870,238,51,2,-43.5,100.0,790.8,2670270463,3,8548,499,2028.3,1957.0,39
526,28.51,25.0,1351,783,2414,373470,188,51,2,-45.1,100.0,786.0,2667534359,3,8262,499,2028.4,1957.1,39
527,31.67,25.0,1351,800,2449,375319,138,51,2,-46.8,100.0,781.1,2668746879,3,8196,499,2028.3,1957.0,39
528,20.50,25.0,1353,827,2503,387437,306,51,4,-48.6,100.0,775.6,2669617187,3,8246,499,2029.6,1958.3,39
529,20.97,25.0,1353,808,2465,382444,257,51,4,-49.8,100.0,772.0,2669974419,3,8296,499,2029.9,1958.7,39
530,20.05,25.0,1355,824,2499,383547,540,51,6,-51.0,100.0,768.4,2670809723,3,8346,499,2030.3,1959.0,39
531,21.81,25.0,1375,819,2441,375941,492,51,6,-52.2,100.0,764.9,2671398007,3,8395,499,2031.4,1960.1,39
532,14.36,25.0,1375,844,2467,378852,442,51,6,-53.4,100.0,761.0,2671850147,3,8445,499,2030.3,1959.0,39
533,134.82,25.0,1375,833,2420,373912,392,51,6,-54.3,100.0,758.5,2672382727,3,8495,499,2960.3,2889.0,39
534,22.97,28.0,1375,790,2319,362449,342,51,6,-62.3,100.0,734.6,2672737811,3,8545,499,2032.3,1961.0,39
535,25.41,28.0,1299,781,2239,359855,292,51,6,-63.6,100.0,730.5,2673132639,3,8595,499,2032.3,1961.0,39
536,15.65,28.0,1299,791,2320,371439,242,51,6,-65.2,100.0,725.9,2673716227,3,8645,499,2032.3,1961.0,39
537,22.30,28.0,1299,860,2371,387032,192,51,6,-66.1,100.0,723.1,2674300607,3,8695,499,2032.3,1961.0,39
538,14.15,28.0,1299,921,2434,399462,142,51,6,-67.4,100.0,719.1,2674722599,3,8745,499,2032.3,1961.0,39
539,22.36,28.0,1299,967,2488,413394,92,51,6,-68.3,100.0,716.6,2675222175,3,8795,499,2032.3,1961.0,39
540,18.20,28.0,1300,915,2490,420481,176,57,6,-69.6,100.0,712.5,2675797451,3,8845,499,2032.3,1961.1,39
541,24.31,28.0,1300,905,2471,417344,127,58,5,-70.7,100.0,709.3,2676117435,3,8895,500,2032.4,1961.1,39
542,14.62,28.0,1300,916,2477,420088,77,58,5,-72.2,100.0,704.9,2676514115,3,8945,500,2032.3,1961.1,39
543,22.32,28.0,1300,894,2434,415353,27,58,5,-73.0,100.0,702.3,2677081731,3,8995,500,2032.3,1961.1,39
544,46.84,28.0,1154,864,2378,408394,0,50,3,-74.4,100.0,698.3,2676665627,3,9021,500,2032.3,1961.1,39
545,17.99,28.0,1154,836,2311,397056,0,50,1,-77.2,100.0,689.8,2676799319,3,9021,500,2032.3,1961.1,39
546,25.00,28.0,1156,814,2243,386104,115,50,2,-78.3,100.0,686.6,2679970683,3,9021,500,2050.5,1979.1,39
547,131.50,28.0,1156,841,2263,400821,228,50,2,-79.8,100.0,682.1,2688907079,3,8909,500,2087.2,2013.9,39
548,27.08,28.0,1156,927,2258,404130,178,50,2,-87.6,100.0,658.5,2688461203,3,8820,515,2086.5,2013.1,39
549,30.72,28.0,1166,887,2235,389732,149,50,2,-89.2,100.0,653.7,2686953147,3,8604,517,2086.8,2013.5,39
550,34.99,28.0,1186,865,2191,382023,107,50,2,-91.1,100.0,648.2,2684271535,3,8336,524,2086.8,2013.5,39
551,30.78,28.0,1216,928,2239,383402,76,50,2,-93.1,100.0,642.0,2683770043,3,8253,527,2087.1,2013.8,39
552,29.34,28.0,1218,966,2351,390277,205,50,4,-95.0,100.0,636.5,2685424457,3,8303,537,2089.5,2016.0,39
553,82.19,28.0,1218,1065,2426,410588,226,50,4,-96.7,100.0,631.3,2688529375,3,8353,551,2097.0,2022.8,39
554,35.38,28.0,1220,1102,2405,411601,372,50,6,-101.5,100.0,616.9,2691854011,3,8403,562,2108.3,2034.0,39
555,134.53,28.0,1220,1121,2384,418152,474,50,6,-103.5,100.0,610.7,2699695611,3,8453,564,2130.7,2055.4,39
556,23.06,22.0,1220,1048,2338,412763,424,50,6,-111.2,100.0,587.7,2700920655,3,8503,578,2130.4,2055.1,39
557,53.35,22.0,1013,1030,2345,413452,396,48,6,-112.5,100.0,583.8,2700571575,3,8531,580,2131.8,2056.5,39
558,21.12,22.0,1013,1012,2392,419973,346,48,6,-115.5,100.0,574.8,2699169387,3,8387,580,2131.5,2056.2,39
559,24.88,22.0,1013,1042,2450,428444,296,48,6,-116.7,100.0,571.3,2698100355,3,8289,582,2131.7,2056.4,39
560,38.80,22.0,932,1063,2498,435621,246,44,4,-118.1,100.0,567.2,2698089855,3,8339,582,2133.8,2058.5,39
561,34.41,22.0,932,1103,2568,440155,196,44,4,-120.2,100.0,560.8,2697067299,3,8192,585,2134.4,2059.1,39
562,24.02,22.0,932,1080,2536,428190,145,44,4,-122.0,100.0,555.3,2695904927,3,8059,589,2134.3,2058.9,39
563,26.71,22.0,944,1088,2561,429784,113,44,4,-123.3,100.0,551.4,2696524443,3,8090,590,2134.7,2059.3,39
564,32.64,22.0,944,1041,2495,413823,104,44,4,-124.7,100.0,547.1,2699034131,3,8099,591,2136.5,2061.2,39
565,40.07,22.0,968,1100,2563,419412,56,44,4,-126.5,100.0,542.0,2702024607,3,8145,592,2137.8,2062.5,39
566,35.16,22.0,968,1119,2560,418515,6,44,4,-128.6,100.0,535.7,2703208079,3,8056,592,2139.3,2064.0,39
567,24.00,22.0,972,1022,2431,395107,0,44,2,-130.4,100.0,530.3,2700265319,3,7752,592,2141.6,2066.3,39
568,19.28,22.0,972,987,2360,382606,0,44,0,-131.6,100.0,526.6,2695748427,3,7306,592,2140.8,2065.5,39
569,21.17,22.0,972,960,2313,379087,0,44,0,-132.6,100.0,523.7,2692935855,3,7036,592,2140.8,2065.5,39
570,24.89,22.0,974,946,2301,376593,226,44,2,-133.6,100.0,520.5,2697063275,3,6852,592,2160.0,2084.6,39
571,138.71,22.0,974,914,2263,366078,364,44,2,-134.9,100.0,516.8,2699350943,3,6883,599,3106.6,3030.5,39
572,41.82,22.0,974,894,2126,345458,347,44,2,-141.5,100.0,496.8,2700159183,3,6900,599,2177.6,2101.4,39
573,27.72,22.0,974,903,2092,338058,305,44,2,-143.4,100.0,491.1,2700969175,3,6942,599,2178.4,2102.2,39
574,80.92,22.0,974,919,2084,338928,291,44,2,-144.7,100.0,487.3,2714637987,3,6956,599,2182.0,2105.8,39
575,46.27,19.0,1022,947,2060,337170,285,44,2,-148.2,100.0,476.7,2719320671,3,6958,599,2185.9,2109.7,39
576,47.77,19.0,1058,939,2037,333243,278,44,2,-150.2,100.0,470.8,2724071855,3,6962,599,2189.5,2113.3,39
577,64.17,19.0,647,918,2092,334951,228,40,2,-152.1,100.0,465.0,2727417083,3,7012,599,2191.3,2115.1,39
578,38.29,19.0,649,896,2125,339024,541,40,4,-154.7,100.0,457.4,2730369135,3,7062,599,2200.3,2123.7,39
579,134.54,19.0,673,950,2215,349336,644,42,3,-156.1,100.0,453.0,2744261407,3,7098,611,3189.4,3111.8,39
580,39.94,19.0,673,968,2329,346867,594,42,3,-160.9,100.0,438.8,2742129043,3,6892,623,2255.3,2177.7,39
581,30.17,19.0,721,992,2335,346360,585,42,3,-162.2,100.0,434.9,2742574355,3,6897,627,2255.4,2177.8,39
582,28.61,19.0,769,953,2281,331862,581,42,3,-163.1,100.0,432.1,2742897559,3,6897,627,2255.4,2177.8,39
583,121.60,19.0,817,938,2256,326144,577,42,3,-164.0,100.0,429.4,2740175199,3,6595,627,3219.4,3141.8,39
584,45.69,9.0,877,936,2253,325121,572,42,3,-167.4,100.0,419.3,2738582307,3,6392,627,2259.4,2181.8,39
585,41.74,9.0,937,891,2165,306337,567,42,3,-168.5,100.0,415.9,2733797163,3,5950,627,2259.4,2181.8,39
586,29.58,9.0,961,883,2166,299804,546,42,3,-169.5,100.0,413.0,2734254867,3,5969,631,2260.1,2182.5,39
587,24.16,9.0,961,846,2256,302212,496,42,3,-170.1,100.0,411.0,2734908443,3,6019,631,2259.9,2182.3,39
588,29.44,9.0,963,852,2397,309347,660,42,5,-170.6,100.0,409.5,2739746289,3,6069,631,2267.8,2190.1,39
589,135.58,9.0,963,896,2452,318923,680,42,5,-171.2,100.0,407.8,2741219603,3,6119,639,2282.4,2204.3,39
590,25.71,9.0,963,927,2500,327131,630,42,5,-173.4,100.0,401.1,2742000435,3,6169,647,2282.9,2204.7,39
591,22.22,9.0,967,957,2579,340504,580,42,5,-173.8,100.0,400.1,2742567627,3,6217,647,2282.5,2204.3,39
592,26.96,9.0,969,979,2690,349288,798,44,6,-174.0,100.0,399.3,2744265403,3,6267,647,2288.8,2210.6,39
593,51.23,9.0,969,984,2691,348537,890,44,6,-174.3,100.0,398.4,2745361403,3,6317,647,2289.1,2210.9,39
594,16.61,9.0,969,986,2700,346590,840,44,6,-174.8,100.0,396.9,2745898655,3,6367,648,2288.8,2210.6,39
595,24.92,9.0,969,989,2816,350183,795,44,6,-174.9,100.0,396.6,2746565315,3,6412,649,2289.3,2211.1,39
596,25.02,9.0,987,988,2813,349482,745,44,6,-175.1,100.0,396.0,2747219199,3,6453,649,2289.9,2211.7,39
597,25.06,9.0,987,1007,2966,356186,695,44,6,-175.3,100.0,395.6,2747955967,3,6503,649,2289.7,2211.5,39
598,19.22,9.0,987,1027,3128,368392,645,44,6,-175.4,100.0,395.3,2748727135,3,6553,649,2289.7,2211.4,39
599,21.87,9.0,987,1030,3153,369137,636,44,6,-175.4,100.0,395.1,2749204891,3,6562,649,2290.4,2212.2,39
600,25.14,9.0,987,1044,3249,374321,594,44,6,-175.5,100.0,394.9,2750041431,3,6604,649,2292.4,2214.1,39
601,27.94,9.0,987,1051,3293,377266,570,44,6,-175.5,100.0,394.8,2750606499,3,6628,649,2294.9,2216.7,39
602,25.87,9.0,987,1062,3317,380413,561,44,6,-175.5,100.0,394.7,2751156887,4,6637,649,2297.2,2219.0,39
603,138.54,9.0,419,957,1818,319804,0,26,1,324.5,100.0,394.7,2751119071,4,6674,649,2297.0,2218.8,39
604,124.57,9.0,419,254,589,138350,0,26,0,324.5,100.0,394.7,2751251743,4,6674,649,2297.9,2219.6,39
605,15.32,9.0,419,254,589,138350,0,26,0,324.5,100.0,394.7,2749615539,4,6488,649,2297.9,2219.6,39
606,14.71,9.0,421,253,588,138348,90,26,2,324.5,100.0,394.7,2750356315,4,6488,649,2304.0,2225.8,39
607,136.89,23.0,465,265,601,140372,120,26,2,324.5,100.0,394.7,2751635891,4,6417,649,3273.8,3195.3,39
608,42.48,23.0,496,274,613,142694,116,26,2,324.5,100.0,394.7,2747421051,4,6098,649,2309.8,2231.3,39
609,27.02,23.0,560,289,628,145068,108,26,2,324.5,100.0,394.7,2747815563,4,6106,649,2309.8,2231.3,39
610,22.33,23.0,602,298,640,147144,103,26,2,324.5,100.0,394.7,2748036611,4,6111,649,2309.8,2231.3,39
611,26.68,23.0,645,310,661,154936,98,26,2,324.5,100.0,394.7,2747185595,4,6016,649,2309.9,2231.3,39
612,30.21,23.0,666,343,749,173150,48,26,2,324.5,100.0,394.7,2744371691,4,5724,654,2309.8,2231.3,39
613,30.87,23.0,718,351,787,179158,17,26,2,324.5,100.0,394.7,2743469107,4,5556,657,2309.8,2231.3,39
614,35.56,23.0,849,347,788,179522,13,28,1,324.5,100.0,394.7,2741767035,4,5264,657,2309.5,2231.0,39
615,31.80,23.0,932,347,788,179522,7,28,1,324.5,100.0,394.7,2741383159,4,5149,657,2309.8,2231.3,39
616,34.67,23.0,1021,348,789,179876,1,28,1,324.5,100.0,394.7,2739804051,4,4916,657,2310.0,2231.5,39
617,18.31,23.0,1084,349,790,179878,0,28,1,324.5,100.0,394.7,2738533015,4,4727,657,2310.0,2231.5,39
618,28.35,23.0,1086,349,790,179878,133,28,2,324.5,100.0,394.7,2738834507,4,4497,657,2318.3,2239.5,89
619,140.59,23.0,1148,380,835,186206,332,28,2,324.5,100.0,394.7,2743607095,4,4274,661,2350.0,2270.3,89
620,37.41,23.0,1175,422,881,187766,318,28,2,324.5,100.0,394.7,2740900907,4,3926,671,2347.0,2267.2,89
621,29.11,23.0,1229,461,918,192520,308,28,2,324.5,100.0,394.7,2741367755,4,3936,674,2348.0,2268.2,89
622,30.39,23.0,1268,562,1049,199230,288,28,2,324.5,100.0,394.7,2742099699,4,3956,685,2347.5,2267.7,89
623,26.01,23.0,1301,581,1084,208243,238,28,2,324.5,100.0,394.7,2742792295,4,4006,691,2346.6,2266.9,89
624,25.79,23.0,1303,581,1084,208243,326,28,4,324.5,100.0,394.7,2743895757,4,4056,691,2348.9,2269.0,105
625,88.48,18.0,681,140,269,54680,152,4,3,824.5,100.0,394.7,2742344859,4,4106,691,2349.4,2269.4,105
626,131.10,18.0,681,4,88,29898,102,4,2,824.5,100.0,394.7,2742916655,4,4156,691,2349.3,2269.3,105
627,19.02,18.0,681,4,87,29896,50,4,2,824.5,100.0,394.7,2743546891,4,4206,691,2350.2,2270.2,105
628,18.02,18.0,689,4,85,29892,0,4,2,824.5,100.0,394.7,2742118279,4,4014,691,2349.7,2269.7,105
629,22.69,18.0,49,4,84,29890,241,4,2,824.5,100.0,394.7,2740274547,4,3919,691,2350.9,2270.8,105
630,34.32,18.0,55,4,85,29892,255,4,2,824.5,100.0,394.7,2738442963,4,3669,693,2351.4,2271.3,105
631,27.91,18.0,85,4,85,29892,247,4,2,824.5,100.0,394.7,2737884203,4,3569,693,2351.6,2271.5,105
632,22.28,18.0,109,7,88,30012,228,4,2,824.5,100.0,394.7,2738136207,4,3588,693,2352.1,2272.0,105
633,24.32,18.0,134,7,89,30014,197,4,2,824.5,100.0,394.7,2737107311,4,3516,693,2351.5,2271.3,105
634,22.41,18.0,138,7,89,30014,147,4,2,824.5,100.0,394.7,2735585495,4,3399,693,2351.5,2271.3,105
635,28.52,18.0,169,7,89,30014,107,4,2,824.5,100.0,394.7,2734133703,4,3164,693,2352.1,2272.0,105
636,28.44,18.0,214,13,95,32742,104,4,2,824.5,100.0,394.7,2732605783,4,2951,693,2352.3,2272.2,105
637,26.88,18.0,264,20,104,35803,100,4,2,824.5,100.0,394.7,2731656823,4,2804,693,2352.1,2272.0,105
638,23.49,18.0,309,29,113,37489,97,4,2,824.5,100.0,394.7,2731956899,4,2807,693,2352.4,2272.2,105
639,27.30,18.0,350,35,120,39862,92,4,2,824.5,100.0,394.7,2730692511,4,2661,693,2352.5,2272.2,105
640,28.14,18.0,403,41,130,42848,88,4,2,824.5,100.0,394.7,2729341243,4,2507,693,2352.3,2272.2,105
641,27.64,18.0,449,45,138,44218,84,4,2,824.5,100.0,394.7,2728121015,4,2355,693,2352.3,2272.2,105
642,25.77,18.0,493,48,144,46012,79,4,2,824.5,100.0,394.7,2727105771,4,2214,694,2352.1,2272.0,105
643,26.07,18.0,532,54,152,46607,74,4,2,824.5,100.0,394.7,2725873803,4,2071,695,2351.5,2271.3,105
644,39.74,18.0,577,56,160,47473,71,4,2,824.5,100.0,394.7,2722954451,4,1753,695,2351.9,2271.8,105
645,31.55,18.0,610,64,168,47978,66,4,2,824.5,100.0,394.7,2720691427,4,1476,695,2351.5,2271.3,105
646,31.84,18.0,663,73,177,50030,60,4,2,824.5,100.0,394.7,2718409871,4,1180,695,2352.1,2272.0,105
